EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
520649897,GRACE ENGLISH EVANGELICAL LUTHERAN,,8601 VALLEYFIELD RD,LUTHVLE TIMON,MD,21093-3929,9386,03,9,7000,198804,1,10,000000000,1,01,,0,0,06,0,12,,,,,
520650723,MARYLAND TRANSPORTATION BUILDERS AND MATERIALS ASSOCIATION INC,,2408 PEPPERMILL DRIVE,GLEN BURNIE,MD,21061-3265,0000,06,3,2000,193306,2,00,920059205,1,01,202212,6,6,01,0,12,2346748,1673058,1584830,Z99,
520650734,AL-GAR FEDERAL CREDIT UNION,,316 PACA ST,CUMBERLAND,MD,21502-2817,0000,01,0,1000,000000,0,00,000000000,0,01,201212,0,0,07,0,12,,,,,
520650779,FIRST BAPTIST CHURCH OF CUMBERLAND,% BONNIE LEWIS,212 BEDFORD ST,CUMBERLAND,MD,21502-1701,1601,03,9,7000,196310,1,10,029002000,5,01,,0,0,06,0,12,,,,,
520651432,AMERICAN LEGION,,9218 BALTIMORE AVE,COLLEGE PARK,MD,20740-1316,0925,19,9,1000,194603,1,00,907908000,5,01,202312,6,4,01,0,12,2856337,427673,256479,,217 JOHN B LATIMER COLLEGE PARK
520651674,CHURCH OF THE BRETHREN OF FREDERICK,,201 FAIRVIEW AVE,FREDERICK,MD,21701-4807,0000,03,3,7000,197408,1,10,029008000,1,01,,7,6,06,0,12,,,,X21,
520653188,MD COOP GUERNSEY BREEDERS ASSOC INC,% WILLIAM B MESSIX III,14735 FAIRVIEW RD,CLEAR SPRING,MD,21722-1205,0000,91,3,1000,000000,0,00,909000000,6,12,202212,0,0,02,0,12,0,0,0,,
520654395,CALVARY ASBURY UNITED METHODIST CHURCH,,PO BOX 202,SUDLERSVILLE,MD,21668-0202,2573,03,9,7100,197410,1,10,001919000,5,01,,0,0,06,0,12,,,,,
520654400,ST JOHNS CHURCH PARISH ACCOUNT,% PASTOR,43950 SAINT JOHNS RD,HOLLYWOOD,MD,20636-3253,0928,03,9,7000,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
520654466,FIRST CHRISTIAN CHURCH,,1345 POTOMAC AVE,HAGERSTOWN,MD,21742-3318,1125,03,9,7100,195107,1,10,029000000,5,01,201212,0,0,06,0,12,,,,,
520654467,ST JOHNS EVANGELICAL LUTHERAN CHURCH OF RED HOUSE,,3301 GARRETT HWY,OAKLAND,MD,21550-2330,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
520654914,SILVER SPRING MEMORIAL POST 2562 VFW OF US INC,,11316 FERN ST,SILVER SPRING,MD,20902-4612,0000,19,3,1000,202312,1,00,907000000,1,01,202306,5,4,01,0,06,757655,234574,78130,W30,2562 SILVER SPRING VFW-MD
520655154,BALTIMORE CHAPTER AMERICAN INSTITUTE OF ARCHITECTS INC,,100 N CHARLES ST STE P101,BALTIMORE,MD,21201-3839,0000,06,3,2000,195604,2,00,059279000,1,01,202212,6,5,01,0,12,2438205,566746,549183,,
520655473,EMMANUEL EPISCOPAL CHURCH,,811 CATHEDRAL ST,BALTIMORE,MD,21201-5201,2617,03,9,7000,197504,1,10,001919000,5,01,,0,0,06,0,12,,,,,
520655804,POCOMOKE CITY CHAMBER OF COMMERCE INC,% RAY DAISEY,PO BOX 356,POCOMOKE CITY,MD,21851-0356,0000,06,3,3000,200101,2,00,000000000,1,01,202212,0,0,02,0,12,0,0,0,S41,
520655971,HISTORICAL SOCIETY OF CARROLL COUNTY MARYLAND INC,% ARTHUR PALAIA,210 E MAIN ST,WESTMINSTER,MD,21157-5225,0000,03,3,1000,194101,1,15,161180059,1,01,202306,6,6,01,0,06,2942114,1634358,1551771,,
520656804,HAMPTON POOL ASSOCIATION INC,,PO BOX 9749,TOWSON,MD,21284-9749,0000,07,3,1000,196202,2,00,298317000,1,01,202209,4,4,01,0,09,418944,326028,326028,,
520657329,LA PLATA VOLUNTEER FIRE DEPARTMENT INC,,PO BOX 728,LAPLATA,MD,20646-0728,0000,04,3,1000,195106,1,00,407000000,1,01,202306,7,5,01,0,06,6667200,964987,932941,,
520657410,FIRST ENGLISH EVANGELICAL LUTHERAN,,3807 N CHARLES ST,BALTIMORE,MD,21218-1806,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
520657411,WARNER MEMORIAL PRESBYTERIAN CHURCH INC,% PRESIDENT OF BOARD OF TTEES,10123 CONNECTICUT AVE,KENSINGTON,MD,20895-3803,1617,03,9,7000,196401,1,10,001029000,5,01,201312,0,0,06,0,12,,,,,
520657413,PRIMARY DAY SCHOOL INC,,7300 RIVER RD,BETHESDA,MD,20817-4639,0000,03,3,2000,195707,1,11,046030000,1,01,202306,7,7,01,0,06,8565305,8824253,5174697,,
520657414,ST JOHNS EPISCOPAL CHURCH,,2209 W ROGERS AVE APT 405,BALTIMORE,MD,21209-4456,2617,03,9,7000,197504,1,10,001919000,5,01,,0,0,06,0,12,,,,,
520658332,WICOMICO COUNTY FREE LIBRARY INC,,122 S DIVISION ST,SALISBURY,MD,21801-4929,0000,03,3,1000,200505,1,15,000000000,1,01,202306,6,6,01,0,06,3929449,3288309,3288309,B70,FREE LIBRARY INC
520658423,GLENWOOD RECREATION CLUB INC,,PO BOX 2407,SILVER SPRING,MD,20915-2407,0000,07,3,1000,196302,2,00,318000000,1,01,202310,6,5,01,0,10,1522618,575129,575129,,
520658540,PGCEA MP PENSION TR STIP,% FIRST VIRGINIA BANK TRUST DEPT,8008 MARLBORO PIKE,FORESTVILLE,MD,20747-4416,0000,05,3,3000,196904,2,00,263205000,1,01,202308,6,6,01,0,08,4189431,3675207,2678576,,
520658767,TWINBROOK SWIMMING POOL CORP,% GRACE LAWSON,PO BOX 705,ROCKVILLE,MD,20848-0705,0000,07,3,1000,195706,2,00,318319317,1,01,202312,2,4,01,0,12,13874,160439,160439,,
520659515,LINWOOD CENTER INC,% THUAN TO,3421 MARTHA BUSH DR,ELLICOTT CITY,MD,21043-4426,0000,03,3,2800,195904,1,15,046030059,1,01,202306,8,8,01,0,06,16141403,16528643,16314397,B28Z,
520659696,KENSINGTON NURSERY SCHOOL INC,,3202 DECATUR AVE,KENSINGTON,MD,20895-2205,0000,03,3,2000,194911,1,11,046030059,1,01,202306,4,4,01,0,12,146361,146199,145431,,
520659775,MONTGOMERY COUNTY EDUCATION ASSOCIATION INC,,12 TAFT COURT 200,ROCKVILLE,MD,20850-5337,0000,05,3,3000,199203,2,00,261279000,1,01,202308,7,7,01,0,08,8990948,6732475,6732475,,
520660402,ST MICHAEL THE ARCHANGEL SCHOOL,% PASTOR,824 PERSHING DR,SILVER SPRING,MD,20910-4443,0928,03,9,7000,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
520660403,HAGERSTOWN GOODWILL INDUSTRIES INC,% AMY MURRAY,14515 PENNSYLVANIA AVE,HAGERSTOWN,MD,21742-1670,0000,03,3,1000,195610,1,16,566160917,1,01,202212,8,8,01,0,12,19481724,27705312,11285110,J32Z,
520660665,THE RUXTON RIDERWOOD-LAKE ROLAND AREA IMPROVEMENT ASSOCIATION,,PO BOX 204,RIDERWOOD,MD,21139-0204,0000,04,3,1000,196006,2,00,402000000,5,01,202312,4,3,01,0,12,144336,99534,99534,,
520660878,TRUSTEES OF THE METHODIST EPISCOPAL CHURCH IN THE CITY OF BALTIMORE,,2200 SAINT PAUL ST,BALTIMORE,MD,21218-5805,2573,03,9,7000,197410,1,10,000000000,5,01,202212,0,0,06,0,12,0,0,0,,PRECINCTS OF BALTIMORE
520660881,NER ISRAEL RABBINICAL COLLEGE INC,,400 MOUNT WILSON LN,BALTIMORE,MD,21208-1108,0000,03,3,7000,194310,1,11,030001029,1,01,,0,6,06,0,06,,,,,
520661086,PUBLIC WORKS CONTRACTORS ASSOCIATION OF MARYLAND INC,,2706 FILBERT LANE,BOWIE,MD,20715-0000,0000,06,3,2000,195702,2,00,920403000,1,01,202212,0,0,02,0,12,0,0,0,W80Z,
520661380,CEDARBROOK CLUB INC,,PO BOX 111,KENSINGTON,MD,20895-0111,0000,07,3,1000,201902,2,00,318319317,1,01,202310,5,4,01,0,10,745532,481399,481399,N50,
520661847,AMERICAN LEGION GREENBELT POST 136,,6900 GREENBELT RD,GREENBELT,MD,20770-3302,0925,19,9,1000,194603,1,00,907908000,5,01,202306,5,6,01,0,06,595955,1846410,435778,,
520662100,PHI GAMMA DELTA FRATERNITY,% DBA BETA MU,3003 N CHARLES ST THE LAB N100,BALTIMORE,MD,21218-3855,0000,07,3,1000,201806,2,00,034036399,5,01,202306,0,0,02,0,06,0,0,0,,
520663104,FATHER ANDREW WHITE S J SCHOOL,% PASTOR,22850 WASHINGTON ST,LEONARDTOWN,MD,20650-0000,0928,03,9,1000,194603,0,10,000000000,1,01,,0,0,06,0,06,,,,,
520663241,ESSEX MIDDLE RIVER WHITE MARSH CHAMBER OF COMMERCE,% COMMERCE,415 WILLIAMS CT STE 102,MIDDLE RIVER,MD,21220-2895,0000,06,3,3000,198704,2,00,200000000,1,01,202212,4,5,01,0,12,152568,654303,643552,,CHESAPEAKE GATEWAY CHAMBER OF
520663679,THE WOMANS CLUB OF LINTHICUM HEIGHTS INC,% FINANCE CHAIRMAN,PO BOX 301,LINTHICUM HEIGHTS,MD,21090-0000,0000,03,3,1000,201710,1,16,040000000,1,01,202305,0,0,02,0,05,0,0,0,T12,
520663764,RESCUE FIRE COMPANY INC,,PO BOX 776,CAMBRIDGE,MD,21613-0776,0000,03,3,1000,202210,1,15,407000000,1,01,202309,5,4,01,0,09,845420,109049,98345,M24,
520664220,OLDE SEVERNA PARK IMPROVEMENT ASSOCIATION INC,,PO BOX 345,SEVERNA PARK,MD,21146-0345,0000,07,3,1000,197510,2,00,318319000,1,01,202312,5,4,01,0,12,699695,180260,180260,,
520665194,CALVARY LUTHERAN CHURCH,,9545 GEORGIA AVE,SILVER SPRING,MD,20910-1438,1709,03,9,7000,194701,1,10,001029000,5,01,,0,0,06,0,12,,,,,
520665271,CHURCH OF ST MICHAEL & ALL ANGELS,,2013 SAINT PAUL ST,BALTIMORE,MD,21218-5929,2617,03,9,7000,197504,1,10,001919000,5,01,,0,0,06,0,12,,,,,
520665848,ST TIMOTHYS EPISCOPAL CHURCH,% REV SUDDUTH CUMMINGS,200 INGLESIDE AVE,BALTIMORE,MD,21228-4420,2617,03,9,7000,197504,1,10,029000000,5,01,,0,0,06,0,12,,,,,ST TIMOTHYS EPISCOPAL CHURCH
520665978,ANCIENT FREE & ACCEPTED MASONS OF MARYLAND,% RICHARD K SPARKS,2600 QUEENSLAND DR,ELLICOTT CITY,MD,21042-2383,0025,08,9,1000,194007,1,00,036000000,5,01,202312,0,0,02,0,12,0,0,0,,189 PALESTINE
520667026,ANCIENT FREE & ACCEPTED MASONS OF MARYLAND,% BRIAN D COONS,1206 STEHLIK DRIVE,ODENTON,MD,21113-0000,0025,08,9,1000,194007,1,00,036000000,5,01,202310,0,0,02,0,10,0,0,0,,209 ODENTON
520667172,MOUNT RAINIER CHRISTIAN CHURCH,% H JOAN WHITAKER TREAS,4001 33RD ST,MT RAINER,MD,20712-1906,1125,03,9,7100,195105,1,10,029000000,5,01,,0,0,06,0,06,,,,,
520667483,PTA DELAWARE CONGRESS,% LAURA MUELLER,5311 43RD AVE,HYATTSVILLE,MD,20781-1904,1999,03,6,1200,196905,1,16,035000000,1,01,202012,4,4,01,0,12,274214,166605,165533,,HYATTSVILLE ELEMENTARY SCHOOL PTA
520667484,AISQUITH PRESBYTERIAN CHURCH,,7515 HARFORD RD,PARKVILLE,MD,21234-6901,8534,03,9,7000,197404,1,10,000000000,5,01,,0,0,06,0,12,,,,,
520667485,ASCENSION LUTHERAN CHURCH,,7415 BUCHANAN ST,LANDOVER HILLS,MD,20784-0000,1709,03,9,7000,194701,1,10,001029000,5,01,201912,0,0,06,0,12,,,,,
520667486,CONGREGATION KNESETH ISRAEL OF,,1125 SPA RD,ANNAPOLIS,MD,21403-1016,0000,03,3,7000,202207,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
520667977,MILLIAN MEMORIAL UNITED METHODIST CHURCH,,13016 PARKLAND DR,ROCKVILLE,MD,20853-3361,2573,03,9,7100,197410,1,10,001919000,5,01,201012,0,0,06,0,12,,,,,
520668166,MARYLAND SCIENCE CENTER,% JOANNE MCNEALY,601 LIGHT ST,BALTIMORE,MD,21230-3803,0000,03,3,8200,194711,1,16,059060279,1,01,202306,8,8,01,0,06,36123339,12649294,6177547,A570,
520668167,EVANGELICAL LUTHERAN CHURCH IN AMERICA,,141 S CLINTON ST,BALTIMORE,MD,21224-2341,9386,03,9,7000,198804,0,10,001000000,1,01,,0,0,06,0,12,,,,,BREATH OF GOD LUTHERAN CHURCH
520668510,CHURCH OF THE HOLY NATIVITY,,4238 PIMLICO RD,BALTIMORE,MD,21215-6961,2617,03,9,7000,197504,1,10,001919000,5,01,,0,0,06,0,12,,,,,
520668762,POTOMAC FEDERAL CREDIT UNION,,215 PACA ST,CUMBERLAND,MD,21502-2814,0000,01,0,1000,201601,0,00,000000000,0,01,201212,0,0,07,0,12,,,,,
520669690,OAK GROVE BAPTIST CHURCH,% DR DAVID HALL,2106 E CHURCHVILLE RD,BEL AIR,MD,21015-4908,1601,03,9,7000,196310,1,10,029002000,5,01,,0,0,06,0,12,,,,,
520669691,SILVER SPRING UNITED METHODIST CHURCH,,8900 GEORGIA AVENUE,SILVER SPRING,MD,20910-2757,2573,03,9,7000,197410,0,10,001919000,5,01,,0,0,06,0,12,,,,,
520669692,KENSINGTON BAPTIST CHURCH,,10100 CONNECTICUT AVE,KENSINGTON,MD,20895-0000,1601,03,9,7000,196310,1,10,029002000,5,01,,0,0,06,0,12,,,,,
520669694,MARYLAND SOCIETY FOR DISABLED CHILDREN AND ADULTS FOUNDATION INC,,6602 BABAK DR,FREDERICK,MD,21702-2453,0000,03,2,1000,195108,1,04,154059927,1,01,202212,6,4,00,1,12,1015052,386192,,,
520670119,SAINT PAULS EVANGELICAL LUTHERAN CHURCH,% TREASURER,1609 KURTZ AVE,LUTHERVILLE,MD,21093-5314,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,08,,,,,
520670156,BETHLEHEM EVANGELICAL LUTHERAN CHURCH,,4815 HAMILTON AVE,BALTIMORE,MD,21206-3827,1709,03,9,7000,194701,1,10,001029000,5,01,201312,0,0,06,0,12,,,,,BETHLEHEM CHRISTIAN DAY SCHOOL
520670157,GLEN BURNIE UNITED METHODIST CHURCH,,5 2ND AVE SE,GLEN BURNIE,MD,21061-3626,2573,03,9,7100,197410,1,10,000000000,5,01,201512,0,0,06,0,12,,,,,
520670159,ST MICHAELS SCHOOL,% PASTOR,16566 THREE NOTCH RD,RIDGE,MD,20680-3231,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
520671195,FLEET RESERVE CLUB OF ANNAPOLIS INC,,100 COMPROMISE ST,ANNAPOLIS,MD,21401-1808,0000,19,3,1000,198307,2,00,907000000,1,01,202212,6,6,01,0,12,2758994,2545010,1712043,,
520671290,LEAGUE OF WOMEN VOTERS ADVOCACY FUND INC,,121 CATHEDRAL ST,ANNAPOLIS,MD,21401-0000,0000,04,2,3000,193911,2,00,059480279,5,01,202306,0,0,02,0,06,0,0,0,,
520671428,THE ARC BALTIMORE INC,,7215 YORK RD,BALTIMORE,MD,21212-1528,0000,03,3,1200,195409,1,15,030059566,1,01,202306,8,9,01,0,06,42481331,51464329,51251040,P82Z,
520672342,CHEVRA AHAVES CHESED INC OF BALTIMORE MD,,PO BOX 2085,ELLICOTT CITY,MD,21041-2085,0000,04,3,3000,195303,2,00,900902602,1,01,202312,6,4,01,0,12,1012963,133966,84080,Y50Z,
520673084,THE ROLAND RUN CLUB INC,,PO BOX 42,RIDERWOOD,MD,21139-0042,0000,07,3,1000,195707,2,00,318319317,1,01,202210,6,5,01,0,10,1875774,751520,748955,,
520673273,CATONSVILLE NURSERY ASSOCIATION INC,% ELISABETH H M REED,6 MELVIN AVE,CATONSVILLE,MD,21228-4424,0000,03,3,2000,195909,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,B21,
520673436,CHEVERLY SWIM & RACQUET CLUB INC,,5600 EUCLID ST,CHEVERLY,MD,20785-2900,0000,07,3,1000,196204,2,00,318000000,1,01,202210,5,5,01,0,10,904977,616057,616057,,
520673451,LITTLE FALLS SWIMMING CLUB INC,% SIMON BOYLEN,5205 LITTLE FALLS DR,BETHESDA,MD,20816-2812,0000,07,3,1000,198808,2,00,287319000,1,01,202310,6,5,01,0,10,2210692,621632,621632,,
520673709,LEXINGTON PARK BAPTIST CHURCH,,46855 S SHANGRI-LA DRIVE,LEXINGTON PARK,MD,20653-4166,1601,03,9,7000,196310,1,10,029002000,5,01,,0,0,06,0,12,,,,,
520674286,BANNOCKBURN SWIMMING CLUB INC,,PO BOX 376,GLEN ECHO,MD,20812-0376,0000,07,3,1000,195912,2,00,318000000,1,01,202312,6,4,01,0,12,1135560,399664,399664,,
520674549,GRAPHIC COMMUNICATIONS CONFERENCE OF THE INTL BROTHERHOOD OF TMSTRS,% WILLIAM POOLE,1738 ELTON ROAD SUITE 210,SILVER SPRING,MD,20903-1725,0488,05,9,3000,194110,2,00,263000000,5,01,202212,5,4,01,0,12,631766,248332,248332,,285-M WASHINGTON LOCAL
520674564,GLENELG COUNTRY SCHOOL INC,,12793 FOLLY QUARTER RD,ELLICOTT CITY,MD,21042-1271,0000,03,3,2000,195807,1,11,046030035,1,01,202306,8,8,01,0,06,34970327,26425917,26146554,B200,
520674957,ST JOHN LUTHERAN CHURCH,,518 FRANKLIN AVE,BALTIMORE,MD,21221-6721,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
520674959,TEMPLE EMANUEL OF BALTIMORE,,3706 CRONDALL LANE,OWINGS MILLS,MD,21117-2234,0000,03,3,7000,198307,1,10,001000000,1,01,,0,0,06,0,06,,,,,
520675331,HARFORD COUNTY FARM BUREAU INC,,3525 CONOWINGO RD STE 200,STREET,MD,21154-1900,0000,05,3,1000,198510,2,00,231000000,1,01,202210,5,3,01,0,10,815062,98294,80159,,
520676783,WILLIAMSPORT METHODIST CHURCH,,25 E CHURCH ST,WILLIAMSPORT,MD,21795-1549,2573,03,9,7000,197410,1,10,000000000,5,01,,0,0,06,0,12,,,,,
520676821,PRINCE GEORGES SWIMMING POOL INC,% MARVIN RUSSELL,PO BOX 181,MOUNT RAINIER,MD,20712-0000,0000,07,3,1000,199509,2,00,287000000,1,01,202212,6,5,01,0,12,1288782,658191,629373,,
520677199,THE POTOMAC FISH AND GAME CLUB INCORPORATED,,14241 FALLING WATERS ROAD,WILLIAMSPORT,MD,21795-2074,0000,07,3,1000,199402,2,00,288000000,1,01,202312,6,6,01,0,12,2848579,1292646,813008,,
520677466,MOYAONE ASSOCIATION INC POOL,,PO BOX 113,ACCOKEEK,MD,20607-0113,0000,04,3,3000,198206,2,00,297000000,1,01,202212,5,4,01,0,12,550701,180725,178251,,
520677625,WALKERSVILLE VOLUNTEER FIRE COMPANY INC,,PO BOX 425,WALKERSVILLE,MD,21793-0425,0000,03,3,1000,202207,1,16,407000000,1,01,202206,6,6,01,0,06,2617555,2127318,639074,M24,
520677684,UNITE HERE,% ROXIE HERBEKIAN,1800 N CHARLES ST STE 906,BALTIMORE,MD,21201-5987,8177,05,9,3000,199802,2,00,263261000,1,01,202212,5,5,01,0,12,736864,803399,803399,,7 LOCAL
520678121,PRINCE GEORGES CHAMBER OF COMMERCE INC,,4640 FORBES BLVD STE 130,LANHAM,MD,20706-6319,0000,06,3,3000,202310,2,00,200000000,1,01,202306,4,5,01,0,06,267678,608934,608934,S41,
520679011,OUTDOOR NURSERY SCHOOL INC,,8922 SPRING VALLEY RD,CHEVY CHASE,MD,20815-6745,0000,03,3,1200,201012,1,11,000000000,1,01,202312,4,5,01,0,12,423197,586479,586479,B21,
520679069,CONGREGSTION HAR TZEON AGADITH ACHIM,,1840 UNIVERSITY BLVD W,SILVER SPRING,MD,20902-4420,0000,03,3,7000,200309,1,10,000000000,1,01,,0,0,06,0,06,,,,X30,
520679127,COMMUNICATION WORKERS OF AMERICA,% JOHNNY BROWN SECRETARY TREAS,10782 RHODE ISLAND AVE,BELTSVILLE,MD,20705-2513,1102,05,9,1000,196001,2,00,263264279,5,01,202309,5,5,01,0,09,673903,750356,750356,,2108 CWA
520679182,CENTRAL CREDIT UNION OF MARYLAND,,8501 LA SALLE RD STE 101,TOWSON,MD,21286-5919,0000,14,3,1000,199803,2,00,263000000,1,01,202212,8,6,01,0,12,46215514,1664116,1664116,,
520679201,WORCESTER COUNTY FARM BUREAU INC,,PO BOX 357,SNOW HILL,MD,21863-0357,0000,05,3,1000,195605,2,00,059000000,1,01,202310,4,1,02,0,10,188506,9788,9788,,
520679616,GARRETT PARK NURSERY SCHOOL INC,,PO BOX 314,GARRETT PARK,MD,20896-0314,0000,03,3,2000,197503,1,11,046000000,1,01,202306,4,4,01,0,06,468742,207317,207317,B21Z,
520679692,HOMELAND RACQUET CLUB,% ROBERT A LIBERTO CPA PC,5430 CAMPBELL BLVD STE 113,WHITE MARSH,MD,21162-5503,0000,07,3,1000,199103,2,00,287000000,1,01,202212,4,4,01,0,12,376066,291807,291807,,
520679694,CHESTER RIVER HOSPITAL CENTER,% JOANNE R HAHEY SVP AND CFO,100 BROWN ST,CHESTERTOWN,MD,21620-1435,0000,03,3,1000,195605,1,12,922179150,1,01,202306,9,9,01,0,06,78843769,53823116,49935252,E220,
520680410,PEERLESS RENS CLUB INC,,406 CHESTER AVE,ANNAPOLIS,MD,21403-3205,0000,07,3,1000,195801,2,00,036602319,1,01,202312,0,0,02,0,12,0,0,0,,
520680720,ST JOHNS EPISCOPAL CHURCH,,PO BOX 187,KINGSVILLE,MD,21087-0187,2617,03,9,7000,197504,1,10,001919000,5,01,,0,0,06,0,12,,,,,
520681145,SAINT LUKES EPISCOPAL CHURCH TRINITY PARISH,,6030 GROSVENOR LN,BETHESDA,MD,20814-1852,3741,03,9,7000,194001,1,10,000000000,5,01,201112,0,0,06,0,12,,,,,
520681146,ST MARYS RYKEN INC,,22600 CAMP CALVERT RD,LEONARDTOWN,MD,20650-4705,0928,03,9,7200,194603,1,11,030000000,1,01,,7,7,13,0,06,,,,B250,ST MARYS RYKEN HIGH SCHOOL
520681147,EVERYMIND INC,,1000 TWINBROOK PKWY,ROCKVILLE,MD,20851-1201,0000,03,3,1000,195705,1,15,059160179,1,01,202306,7,8,01,0,06,7089651,16641887,14644865,F80Z,
520681409,GARRETT COUNTY CHAMBER OF COMMERCE INC HOME OF DEEP CREEK LAKE,,15 VISITORS CENTER DR,MCHENRY,MD,21541-1319,0000,06,3,1000,195804,2,00,200000000,1,01,202306,6,6,01,0,06,1653593,2142644,2083963,,
520681640,AMERICAN SOKOL ORGANIZATION & EDUCATIONAL & PHYSICAL CULTURE ORG,,PO BOX 448,PERRY HALL,MD,21128-0448,9366,03,9,1000,195303,1,16,149000000,1,01,202212,4,3,01,0,12,428873,83761,83761,,SOKOL BALTIMORE
520681709,REDEEMER LUTHERAN CHURCH,,3799 EAST WEST HWY,HYATTSVILLE,MD,20782-2058,1709,03,9,7000,194701,1,10,001029000,5,01,,0,0,06,0,12,,,,,
520681710,ST MARYS CATHOLIC CHURCH,% PASTOR,13401 PISCATAWAY RD,CLINTON,MD,20735-4564,0928,03,9,7000,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
520681711,SHRINE OF ST JUDE,% PASTOR,12701 VEIRS MILL RD,ROCKVILLE,MD,20853-3565,0928,03,9,1700,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
520682059,BELTSVILLE VOL FIRE DEPT INC,,PO BOX 831,BELTSVILLE,MD,20704-0000,0000,04,3,1000,195704,1,00,407000000,1,01,202212,6,4,01,0,12,2189857,196440,195825,,
520682158,ST PETERS EVANGELICAL LUTHERAN CHURCH,,5699 MERIDALE RD,CATONSVILLE,MD,21228-1820,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
520682159,CHRIST EVANGELICAL LUTHERAN CHRUCH,,PO BOX 34904,BETHESDA,MD,20827-0904,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
520682433,MARYLAND STATE GRANGE INC,% DONNA D WILES,14108 CEARFOSS PIKE,HAGERSTOWN,MD,21740-1627,0000,08,1,1000,195907,2,00,230000000,1,01,202309,0,0,02,0,09,0,0,0,,
520682580,INSTITUTE OF NOTRE DAME,,PO BOX 5857,LUTHVLE TIMON,MD,21094-5857,0928,03,9,7000,194603,1,10,000000000,5,01,,0,0,06,0,06,,,,,
520682581,ST JOHNS EVANGELICAL LUTHERAN CHURCH,,7801 NORTH POINT RD,BALTIMORE,MD,21219-1403,9386,03,9,7000,198804,1,10,001000000,1,01,,0,0,06,0,12,,,,,
520683113,ACADEMY OF THE HOLY CROSS INC,,4920 STRATHMORE AVE,KENSINGTON,MD,20895-1207,0928,03,9,1700,194603,1,10,046000000,5,01,,0,0,06,0,05,,,,,
520683114,HALETHORPE COMMUNITY CHURCH INC,,1312 FRANCIS AVE,HALETHORPE,MD,21227-3912,0000,03,3,7000,195707,1,10,001000000,1,01,,0,0,06,0,09,,,,,
520683716,FREE AND ACCEPTED MASONS OF THE DISTRICT OF COLUMBIA,% FITZERALD WILLIAMS,9806 WOODBERRY ST,LANHAM,MD,20706-3659,0036,10,9,1000,194007,1,00,036000000,5,01,202309,0,0,02,0,09,0,0,0,,47 PETWORTH LODGE
520683903,ADMIRAL HEIGHTS SWIM CLUB INC,,PO BOX 6343,ANNAPOLIS,MD,21401-0343,0000,07,3,1000,195803,2,00,298318000,1,01,202312,4,4,01,0,12,390209,104551,104551,,
520683906,HERITAGE BAPTIST CHURCH,,1740 FOREST DR,ANNAPOLIS,MD,21401-4210,1961,03,9,7000,196811,1,10,029000000,5,01,,0,0,06,0,12,,,,,
520683907,BETHEL ASSEMBLY OF GOD,,7360 WALDMAN AVE,BALTIMORE,MD,21219-2041,1678,03,9,7000,196408,1,10,001002029,5,01,,0,0,06,0,12,,,,,
520684041,CARROLL COUNTY CHAMBER OF COMMERCE,,9 E MAIN ST,WESTMINSTER,MD,21157-5006,0000,06,3,3000,192611,2,00,200403480,1,01,202212,4,5,01,0,12,366964,664729,642461,,
520684161,ARCHBISHOP NEALE SCHOOL,% TAX DEPARTMENT,104 PORT TOBACCO RD,LA PLATA,MD,20646-4300,0928,03,9,7200,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
520684276,ST PETERS CHURCH,% PASTOR,2900 SANDY SPRING RD,OLNEY,MD,20832-0000,0928,03,9,7000,194603,1,10,031150120,5,01,,0,0,06,0,06,,,,,
520684927,COMMUNICATION WORKERS OF AMERICA,% DUANE RIDDLE,12436 EASTERN AVE,MIDDLE RIVER,MD,21220-0000,1102,05,9,1000,196001,2,00,263264279,5,01,202209,5,5,01,0,09,613462,548827,548827,,2100 CWA
520685069,ST THOMAS EPISCOPAL CHURCH,% RICHARD B BUCK,232 SAINT THOMAS LN,OWINGS MILLS,MD,21117-3806,2617,03,9,7000,197504,1,10,001919000,5,01,,0,0,06,0,12,,,,,
