EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
455413313,ROAD RUNNERS CLUB OF AMERICA,% NICK YEATES,20054 DOOLITTLE ST,MONTGOMRY VLG,MD,20886-1314,2702,03,9,1000,197603,2,15,300288000,5,01,202312,0,0,02,0,12,0,0,0,,4LIFE
455414209,BOXER TRANSFER NETWORK LTD,% IRENE BAIN,760 CHANGING SEASON RD,WESTMINSTER,MD,21157-8363,0000,03,3,1000,201211,1,15,000000000,1,01,202312,1,3,02,0,12,8633,30540,30540,D20,
455425995,JOURNEY OF LIFE CHURCH,% SHAWN MONNINGER,18 N CONOCOCHEAGUE ST,WILLIAMSPORT,MD,21795-1004,0000,03,3,7000,201301,1,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,X21,
455428563,MOED INCORPORATED,% MOED,8300 MEADOWBROOK LN,CHEVY CHASE,MD,20815-3859,0000,03,3,1200,201309,1,16,000000000,1,01,202406,4,5,01,0,06,270801,652904,652904,B20,
455428583,LOCAL CHURCH IN BALTIMORE,,3700 EAST NORTHERN PARKWAY,BALTIMORE,MD,21206-1561,0000,03,3,1700,202506,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
455428628,BIKEMORE INCORPORATED,% YAIR FLICKER,2209 MARYLAND AVE,BALTIMORE,MD,21218-5627,0000,03,3,1200,201403,1,15,000000000,1,01,202406,3,4,01,0,06,89428,300750,300750,M40,
455432196,PIKESVILLE GARDEN CLUB INC,% DIANE DAVISON,1222 GLENBACK AVE,BALTIMORE,MD,21208-4122,0000,03,3,2000,201502,1,16,123000000,1,01,202412,0,0,02,0,12,0,0,0,C42,
455439654,OCEAN RESEARCH PROJECT INC,% MCKIM AND CROCKER CHARTERED,612 THIRD ST,ANNAPOLIS,MD,21403-3246,0000,03,3,1000,201208,1,15,000000000,1,01,202406,3,4,01,0,06,42636,272308,272308,C32,
455441134,ST FRANCIS OLD GIRLS ASSOCIATION OF NORTH AMERICA,% NUHAILATA IDDRISU,15020 WHEATLAND PL,LAUREL,MD,20707-3723,0000,03,3,2000,201503,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B84,FOGA - NORTH AMERICA
455441547,DELMARVA MUSLIM COMMUNITY INC,,7843 JERSEY RD,SALISBURY,MD,21801-1131,0000,03,3,7000,201412,1,10,000000000,1,01,,0,0,06,0,12,,,,X40,
455442255,DONNIE WILLIAMS FOUNDATION INC,% FOUNDATION SOURCE,145 E CARROLL ST STE 201,SALISBURY,MD,21801-5454,0000,03,3,1200,201406,1,04,000000000,1,01,202312,8,7,00,1,12,19525594,9937244,,B12,
455442342,SOULS IN HARMONY,% ASMA INGE-HANIF,10155 HIGH RIDGE RD,LAUREL,MD,20723-1783,0000,03,3,7000,202105,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,HEALTHY SOLUTIONS MC
455446572,WISH LIST DEPOT INC,% SHARON MATTHEWS,2563 SOPHIA CHASE DR,MARRIOTTSVL,MD,21104-1498,0000,03,3,2000,201308,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B94,
455447778,WOOLEE BAPTIST CHURCH,% PASTOR GLORY PARK,8801 STEPHENS RD,LAUREL,MD,20723-1459,1601,03,9,7000,196310,1,10,000000000,5,01,,0,0,06,0,12,,,,,
455450981,LABORERS OF THE HARVEST,,3733 OAK AVE,BALTIMORE,MD,21207-6338,0000,03,3,7000,201512,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
455452656,BETHEL STAND FOR LIFE OUTREACH MINISTRIES INC,,6101 HARLEY LN,TEMPLE HILLS,MD,20748-3810,0000,03,3,7000,201310,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
455454041,SOCIETY OF ST VINCENT DE PAUL BALTIMORE COUNCIL INC,% KATHY SCHIEK,112 E 2ND ST,FREDERICK,MD,21701-5305,6334,03,9,1000,201904,1,15,000000000,5,01,202409,3,4,01,0,09,34579,244891,244891,,ST JOHN REGIONAL CONFERENCE
455467653,CULINARY HISTORIANS OF WASHINGTON DC INC,% FRANCINE BERKOWITZ,11606 LE BARON TER,SILVER SPRING,MD,20902-3135,0000,03,3,2000,202405,1,15,000000000,1,01,202408,0,0,02,0,08,0,0,0,A20,
455473853,BALTIMORE METRO CHAPTER AALU-PA,% JILL JOHNSTON,26640,BALTIMORE,MD,21207-0000,0000,03,3,1000,202311,1,16,000000000,5,01,202406,0,0,02,0,06,0,0,0,B84,
455474159,BAOBAB TREE FOUNDATION,% DR ANDREAS WOODS,14400 THORPE LN,UPPR MARLBORO,MD,20772-7717,0000,03,3,1000,201504,1,15,000000000,1,01,202312,5,5,01,0,12,778446,676659,676659,T50,
455477576,SISTERS FOR HEALTH,,6030 MARSHALEE DR STE 566,ELKRIDGE,MD,21075-5987,0000,03,3,1200,202308,1,16,000000000,1,01,,0,0,02,0,12,,,,E70,
455481471,ROCK OF HOPE MINISTRIES INC,,1025 FAIRVIEW RD,HAGERSTOWN,MD,21742-3127,0000,03,3,1000,201210,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,K35,
455487610,PHI ALPHA DELTA LAW FRATERNITY,% EXECUTIVE DIRECTOR,606 BALTIMORE AVE STE 303,TOWSON,MD,21204-4085,0818,07,9,1000,194504,2,00,000000000,5,01,202312,0,0,02,0,12,0,0,0,,SPELMAN COLLEGE PAD PRE LAW CHAPTER
455489464,BROOK LANE FOUNDATION INC,,13121 BROOKLANE DR,HAGERSTOWN,MD,21742-1514,0000,03,3,1000,201210,1,15,000000000,1,01,202406,4,4,01,0,06,110180,179290,179290,E11,
455493882,DYMONDS QUALITY CARE INC,% TANYA MISBETH,1314 BEDFORD AVE STE 108,PIKESVILLE,MD,21208-3737,0000,03,3,1000,202305,1,15,000000000,1,01,202412,4,6,01,0,12,472119,2393086,2393086,P70,
455495878,AEI HEALTH AND EDUCATION ASSOCIATION INC,,5084 DORSEY HALL DR STE 104,ELLICOTT CITY,MD,21042-7892,0000,03,3,1200,201704,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
455499518,INSTITUTE FOR JEWISH CONTINUITY INC,,7504 SEVEN MILE LN,BALTIMORE,MD,21208-4531,0000,03,3,2700,201404,1,11,000000000,1,01,202212,5,3,02,0,12,737142,42396,42396,B99,
455506925,RISING SUN MIDDLE SCHOOL PTSO INC,,289 PEARL ST,RISING SUN,MD,21911-1887,0000,03,3,1000,201209,1,15,000000000,1,01,202412,1,1,02,0,12,4787,7014,7014,B94,
455511417,SUSTAINAFEST INC,% GEORGE CHMAEL II,125 CHESTER AVE,ANNAPOLIS,MD,21403-3311,0000,03,3,2000,201402,1,15,000000000,1,01,202404,0,0,02,0,04,0,0,0,S20,
455512541,KLEINS SHOPRITE OF MARYLAND CHARITABLE FUND,% ANDREW P KLEIN,2011 KLEIN PLAZA DRIVE,FOREST HILL,MD,21050-2603,0000,03,3,1000,201412,1,04,000000000,1,01,202312,4,4,00,1,12,107528,124746,,P20,
455513338,MARYLAND COMBAT VETERANS MOTORCYCLE ASSOCIATION CHAPTER 40-2 INC,,2109 OWEN FARM CT,REISTERSTOWN,MD,21136-5640,0000,19,3,1000,201408,1,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,W30,
455516527,GOD FAMILY FRIENDS INC,% JOHN EBY,4808 WILMSLOW RD,BALTIMORE,MD,21210-2328,0000,03,3,1000,201312,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
455517894,KIDS-4-K9S INCORPORATED,,11710 MAYFAIR FIELD DR,TIMONIUM,MD,21093-7010,0000,03,3,1000,201409,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D60,
455521136,MEDWAY CHARITABLE TRUST,% WITHERS BERGMAN LLP,901 S BOND ST STE 400,BALTIMORE,MD,21231-3340,0000,03,3,1000,201209,1,04,000000000,1,01,202312,6,5,00,1,12,4023129,988463,,T20,
455523385,HEART OF THE EARTH SANCTUARY AND RESCUE INC,% KERRY SHOEMAKER-DAVIS,13311 S CRESAP ST,CUMBERLAND,MD,21502-5405,0000,03,3,1000,201407,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
455529204,CTPF HOLDING CORPORATION,% STANLEY L IEZMAN,5404 WISCONSIN AVE STE 1000,CHEVY CHASE,MD,20815-3579,0000,25,3,1000,201402,2,00,000000000,1,01,202312,9,6,01,0,12,78909794,3386630,1455253,S470,
455536311,ASSOCIATION FOR LIFELONG LEARNING,,PO BOX 342,SALISBURY,MD,21803-0342,0000,03,3,1000,201407,1,16,000000000,5,01,202406,0,0,02,0,06,0,0,0,P81,
455536594,SEVEN LOAVES MINISTRIES,,2601 ADMIRAL RIDGE RD,ACCOKEEK,MD,20607-3743,0000,03,3,1000,201410,1,10,000000000,2,01,,0,0,06,0,06,,,,X99,
455539453,JESUS IS LORD CRUSADES INC,% MARIAN ANIM,7504 TERRAIN CT,HANOVER,MD,21076-1162,0000,03,3,7000,201303,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X99,
455540893,PHI ALPHA DELTA LAW FRATERNITY,% EXECUTIVE DIRECTOR,606 BALTIMORE AVE STE 303,TOWSON,MD,21204-4085,0818,07,9,1000,194504,2,00,036000000,5,01,202405,0,0,02,0,05,0,0,0,,CSU FRENSO PAD PRE-LAW CHAPTER
455549097,BLACKS IN GOVERNMENT,% CHEVELL L THOMAS,7500 SECURITY BLVD,BALTIMORE,MD,21244-1849,3351,03,9,2000,198101,1,15,430000000,1,01,202412,0,0,02,0,12,0,0,0,,III CENTER FOR MEDICARE & MEDICADE
455552139,DANIEL LYNCH FOUNDATION INC,% ANTHONY F VITIELLO,7996 QUAY CT,FREDERICK,MD,21701-3254,0000,03,3,1000,201209,1,04,000000000,1,01,202412,4,4,00,1,12,170935,175938,,T20,
455560467,KNIGHTS OF COLUMBUS,% JOHN PUSKAR,1021ST MARYSROAD,PYLESVILLE,MD,21132-0000,0188,08,9,1000,194010,1,00,036029265,5,01,202412,0,0,02,0,12,0,0,0,,10100 MASON DIXON COUNCIL
455562642,OPERATION BACKBONE INC,% MIKE SFORMO,117 MEADOW BROOK WAY,CENTREVILLE,MD,21617-2499,0000,03,3,1000,201310,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,E99,
455565138,BOY SCOUTS OF AMERICA TROOP 209,% TRUDI MCKELVEY,5711 MOUNT HOLLY RD,E NEW MARKET,MD,21631-1667,0000,03,3,1257,202002,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,O40,
455566114,CATHOLIC PUBLISHERS FOUNDATION INC,% ASSOCIATION OF CATHOLIC PUBLISHER,4725 DORSEY HALL DR STE A PMB 709,ELLICOTT CITY,MD,21042-7713,0000,03,3,1700,201401,1,21,000000000,1,01,202406,0,0,02,0,06,0,0,0,X11,
455583975,JEWISH UNIFORMED SERVICE ASSOCIATION OF MARYLAND,,2316 SUGARCONE RD,BALTIMORE,MD,21209-1032,0000,03,3,7000,201305,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
455588497,HEALTHY HAPPY KIDS INC,% KRISTEN HEUISLER,2223 KNOX AVE,REISTERSTOWN,MD,21136-5616,0000,03,3,1200,201407,1,15,000000000,1,01,202412,3,3,01,0,12,26817,74054,74054,E70,
455589645,LOVINGKINDNESS COMMUNITY DEVELOPMENT CORPORATION,% STEPHEN T LESLIE CPA,PO BOX 1258,BRYANS ROAD,MD,20616-1258,0000,03,3,1000,201407,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
455590489,PROGRESSIVE STEPS,,3100 LORD BALTIMORE DR STE 205,WINDSOR MILL,MD,21244-2882,0000,03,3,1000,201308,1,15,000000000,1,01,202306,4,5,01,0,06,330258,572015,572015,P32,
455590531,IGL MISIONERA LA VOZ DEL ESPIRITO SANTO A LAS NACIONES,,1617 PARHAM RD,SILVER SPRING,MD,20903-2258,1678,03,9,7000,196408,2,10,001002029,5,01,,0,0,06,0,12,,,,,
455597644,KITZMILLER LEARNING COOPERATIVE INC,% MATTHEW PAUGH,108 W CENTER ST,KITZMILLER,MD,21538-1243,0000,03,3,1200,202209,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,O20,
455606287,GENEROSITY-GLOBAL INCORPORATED,,6751 COLUMBIA GATEWAY DRIVE STE 315,COLUMBIA,MD,21046-2164,0000,03,3,1000,201312,1,15,000000000,1,01,202312,3,4,01,0,12,32055,191073,149729,P20,
455608166,SHAOLIN TRADITIONAL KUNG FU INC,% ZHEN ZHANG,15257 DISPLAY CT,ROCKVILLE,MD,20850-1270,0000,03,3,7000,201403,1,16,000000000,1,01,202412,1,4,01,0,12,7976,102060,102060,N60,
455608580,CHILDRENS FIRST FOUNDATION INC,,7411 RIGGS RD STE 424,HYATTSVILLE,MD,20783-4246,0000,03,3,1000,201611,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,S20,
455609422,CHILL STATION,% CHESTER A FRANCE,1100 WICOMICO ST,BALTIMORE,MD,21230-2063,0000,03,3,1000,201406,1,15,000000000,1,01,202406,0,4,01,0,06,0,233514,233514,P99,
455617654,RIDERWOOD PERFORMING ARTS COUNCIL,% JOHN MITCHELL,3116 GRACEFIELD ROAD VP-409,SILVER SPRING,MD,20904-7859,0000,03,3,1000,202408,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,A60,
455618342,WOMEN OF TODAY WORKING OPPORTUNITY NETWORK WOTWON,% SAUNDRE FLETCHER,18208 BARNEY DRIVE,ACCOKEEK,MD,20607-0000,0000,03,3,1200,201412,1,16,000000000,1,01,202504,0,0,02,0,04,0,0,0,J21,
455618988,GLOBAL CANCER INITIATIVE INC,% RICHARD THORP,100 RADCLIFFE DR,CHESTERTOWN,MD,21620-1305,0000,03,3,1200,201406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,G99,
455619138,PHOENIX COMPUTERS INC,% JAMES A SMITH,11910 PARKLAWN DR STE G,ROCKVILLE,MD,20852-2625,0000,03,3,1200,201209,1,16,000000000,1,01,202406,4,3,01,0,06,308348,61017,59221,P20,
455620955,IGLESIA EVANGELICA APOSTOLES Y PROFETAS EF 2 20,% OSMIN A LARIOS,8400 GOOD LUCK RD,LANHAM,MD,20706-2802,0000,03,3,7000,201609,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
455621914,OUTREACH SONG AND DANCE INC,% FRANCESCA WINCH,960 FEATHERSTONE ST,GAITHERSBURG,MD,20878-2179,0000,03,3,2000,201406,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A62,TEEN ANGEL PROJECT
455626724,VICTORY IN CHRIST INTERNATIONAL CHRISTIAN MINISTRIES INCORPORATED,% FRANCESCA E ABII,7912 SIBLEY WAY,SEVERN,MD,21144-1182,0000,03,3,7000,201302,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X99,
455630487,TRUTH & RECONCILIATION CORNER INC,% LAS UGOH,3800 RIDGECROFT RD,BALTIMORE,MD,21206-5025,0000,03,3,1000,201209,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,F60,
455636311,GREATER WASHINGTON AQUATIC PLANTS ASSOCIATION,% CRISTYN KEISTER,12408 SILVERBIRCH LN,LAUREL,MD,20708-2556,0000,03,3,2000,201904,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,C42,
455636358,TRANSITIONS DHG FOUNDATION,% DIJARIA GREENE,10204 LILY GREEN CT,UPPR MARLBORO,MD,20772-6664,0000,03,3,1000,201308,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P99,
456013420,PHI ALPHA DELTA LAW FRATERNITY,% EXECUTIVE DIRECTOR,606 BALTIMORE AVE STE 303,TOWSON,MD,21204-4085,0818,07,9,1000,194504,2,00,036205279,5,01,202406,0,0,02,0,06,0,0,0,,CORLISS CHAPTER
460470273,EAGLES OUTREACH MINISTRIES,% M JOHNSON,6919 IRONBRIDGE LN,LAUREL,MD,20707-9500,0000,03,3,1000,201205,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X20,
460502912,SAINT MARK AFRICAN ORTHODOX CHURCH,,737 61ST AVE,FAIRMOUNT HGT,MD,20743-1608,0000,03,3,7000,200409,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
460503459,KINSHIP ACTIVITY,,7001 MAPLE AVE,CHEVY CHASE,MD,20815-5111,4175,03,9,7000,199210,1,10,001000000,5,01,,0,0,06,0,12,,,,,
460503665,MY FATHERS HOUSE INC,% TOYA DOVER,PO BOX 442402,FT WASHINGTON,MD,20749-2402,0000,03,3,1200,200304,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,VIRTUOUS WOMENS OUTREACH MINISTRY
460504471,GOOD NEIGHBOR MINISTRIES,% REV KAYE F ANDERSON,46 DEPOT STREET,FROSTBURG,MD,21532-0000,4053,03,9,7000,198311,0,10,001000000,5,01,,0,0,06,0,12,,,,,
460504644,ACREL CHARITABLE FOUNDATION,% JILL PACE,220 N MARKET ST STE 100 # 903,FREDERICK,MD,21701-6899,0000,03,3,1000,200211,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,T30,
460508374,BETHESDA INTERNATIONAL CHURCH OF THE LORD JESUS CHRIST,% JOHN O OLUYOLE,PO BOX 4201,SILVER SPRING,MD,20914-4201,0000,03,3,7000,200311,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
460513557,PHI ALPHA DELTA LAW FRATERNITY INTERNATIONAL,% EXECUTIVE DIRECTOR,606 BALTIMORE AVE STE 303,TOWSON,MD,21204-4085,0818,07,9,1000,194504,2,00,036000000,5,01,202406,0,0,02,0,06,0,0,0,,RUTGERS UNIV PAD PRE-LAW CHAPTER
460513558,PHI ALPHA DELTA LAW FRATERNITY INTERNATIONAL,% EXECUTIVE DIRECTOR,606 BALTIMORE AVE STE 303,TOWSON,MD,21204-4085,0818,07,9,1000,194504,2,00,036000000,5,01,202406,0,0,02,0,06,0,0,0,,TN STATE UNIVERSITY PAD PRE-LAW CHA
460517811,RIVENDELL HOMES INC,% SENDY ROMMEL,3 MILFORD MILL RD,BALTIMORE,MD,21208-6019,0000,03,3,1000,200303,1,16,000000000,1,01,202306,5,3,01,0,06,733465,99267,99267,F30,
460528051,KINGDOM OF GOD WORSHIP CENTER INC,,7925 PENN RANDALL PLACE UNIT 5 6,UPPER MARLBORO,MD,20772-2642,0000,03,3,7000,201906,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
460528711,JEWELS SCHOOL INC,% ACCURATE PAYROLL SERVICES,31 WALKER AVENUE,BALTIMORE,MD,21208-4022,0000,03,3,1000,201311,1,16,000000000,1,01,202412,7,6,01,0,12,8242110,3059042,3040722,B21,
460534441,AUSTRALIAN STOCK HORSE SOCIETY USA BRANCH,% ARLEEN STRIDER,205 DEEP LANDING RD,CHESTERTOWN,MD,21620-2415,0000,03,3,1200,201704,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D60,
460537637,DC SELECTS HOCKEY INC,% ROBERT KEEGAN,10913 VERANDA LN,MONROVIA,MD,21770-6010,0000,03,3,1000,201406,1,16,000000000,1,01,202412,1,4,01,0,12,6060,163173,163173,N99,
460538875,PFW FOUNDATION INC,% KENNETH R ARMSTRONG,17400A FALLS RD,UPPERCO,MD,21155-9572,0000,03,3,1000,201403,1,15,000000000,1,01,202312,4,3,01,0,12,119181,60158,60158,T31,
460548206,ANCIENT ORDER OF HIBERNIANS IN AMERICA,% DAVID RIORDAN,13319 MARQUISE DR,HAGERSTOWN,MD,21742-2679,0832,08,9,1000,194505,1,00,279265000,5,01,202412,0,0,02,0,12,0,0,0,,18 FR 01
460550413,CENTER FOR THE RIGHTS OF ETHIOPIAN WOMEN INC,% WESSEN DEBELA,10307 ROYAL RD,SILVER SPRING,MD,20903-1616,0000,03,3,1000,201405,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B99,
460555231,THE SAMANTHA KELLY MEMORIAL FUND INC,,16222 RIVER BEND CT,WILLIAMSPORT,MD,21795-2154,0000,03,3,1000,201303,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,B82,
460556798,HARFORD COUNTY SHERIFFS FOUNDATION INC,% MONICA WORRELL,PO BOX 150,BEL AIR,MD,21014-0150,0000,03,3,1000,201402,1,15,000000000,1,01,202412,4,4,01,0,12,205711,170984,144940,I116,
460561507,RHEMA WORD EVANGELISTIC CHRISTIAN CENTER,% DUSTIN ANDRE BROTHERSON,3563 LAUREL FORTE MEADE RD,LAUREL,MD,20724-2011,0000,03,3,7000,201312,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
460562601,MUSTARD SEED REHABILITATION CENTER INC,% EDWIN MOWOH,5638 CHELWYND RD,HALETHORPE,MD,21227-3801,0000,03,3,1000,202211,1,16,000000000,5,01,202412,1,0,02,0,12,1,0,0,P40,
460570089,NATIONAL SOCIETY OF NEW ENGLAND WOMEN,% MARTINA CAPUTY,14600 CAMBRIDGE DR,UPPR MARLBORO,MD,20772-7749,2068,03,9,1200,197003,1,16,000000000,5,01,202412,0,0,02,0,12,0,0,0,,DISTRICT OF COLUMBIA COLONY
460573364,NEW BIRTH BY FAITH FOR ALL PEOPLE,% JOHN STEWART,687 WAR BONNET TRL,LUSBY,MD,20657-3195,0000,03,3,7000,201502,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
460573936,GROWINGSTEMS INC,,PO BOX 736,HOLLYWOOD,MD,20636-0736,0000,03,3,1200,201602,1,15,000000000,1,01,202406,4,4,01,0,06,343358,177754,177754,H92,
460574250,CHESAPEAKE TRI-ASSOCIATION INC,,1184 CANON WAY,WESTMINSTER,MD,21157-5766,0000,03,3,1200,201405,1,16,000000000,1,01,202312,4,5,01,0,12,253032,902409,892725,A99,
460575038,MARYUM ISLAMIC CENTER INC,% AZIM SALEHI,11424 OLD FREDERICK RD,MARRIOTTSVL,MD,21104-1521,0000,03,3,7000,201406,1,10,000000000,1,01,,0,0,06,0,12,,,,X40,
460584311,SASAYA FAMILY FOUNDATION,% PHILLIP RUSS,4603 HUNTERS RIDGE CT,LA PLATA,MD,20646-2825,0000,03,3,1000,201209,1,04,000000000,2,01,202412,3,3,00,1,12,45526,58200,,T20,
460586549,CENTRO DE RESTAURACION FAMILIAR BETESDA INC,,6817 PYRAMID WAY,COLUMBIA,MD,21044-4118,0000,03,3,7000,201410,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
460597402,TARBIYAH ACADEMY INC,,6785 BUSINESS PKWY STE 108,ELKRIDGE,MD,21075-6353,0000,03,3,2000,201407,1,11,000000000,1,01,202407,6,6,01,0,07,1818031,2252500,2252500,B20,
460601561,EVERYBODYS QUILT GUILD INC,% JOANNE LETNAUNCHYN,706 AGRICULTURAL CENTER DR,WESTMINSTER,MD,21157-5700,0000,03,3,1200,201407,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A90,
460621400,ELSHADAI WORLD WIDE SATELLITE TV MINISTRY,% TEFRA SILLASSE,7615 EASTERN AVE ROOM B1,TAKOMA PARK,MD,20912-4034,0000,03,3,7000,201508,1,10,000000000,1,01,,2,3,06,0,12,,,,X20,
460637049,BLUE MOON RISING CENTER FOR SUSTAINABLE EDUCATION INC,% ELLIOTT PERFETTI,89 BLUE MOON RISING WAY,MCHENRY,MD,21541-0000,0000,03,3,1200,201402,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,C34,
460638816,MANNA PRAYER MINISTRIES INC,% ALICE NOE,PO BOX 1944,BELTSVILLE,MD,20704-1944,0000,03,3,7000,201307,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,X21,
460647107,CASA OF WESTERN MARYLAND INC,% VIRGINIA CONRAD,138 BALTIMORE ST STE 202,CUMBERLAND,MD,21502-2366,0000,03,3,1000,201209,1,15,000000000,1,01,202409,3,4,01,0,09,71876,241159,233319,I19,
460652532,EMPOWERING WOMEN IN NEED,% INVENTPRENEUR,2902 MONTEBELLO TER,BALTIMORE,MD,21214-3130,0000,03,3,1000,201609,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,P20,
460653176,MY FATHERS HEART,,3112 E BIDDLE ST,BALTIMORE,MD,21213-3920,0000,03,3,1000,201608,1,15,000000000,1,01,202312,1,3,02,0,12,2895,26500,26500,F20,
460660377,BAISANONS OF THE WORLD,,5502 READY AVE,BALTIMORE,MD,21212-3920,0000,03,3,1200,201904,1,16,000000000,1,01,202412,1,1,02,0,12,7358,590,590,A12,
460662328,CLAY FOUNDATION INC,% LAURA S METRO,6733 EAMES WAY,BETHESDA,MD,20817-1631,0000,03,3,1000,201211,1,15,000000000,1,01,202406,0,0,02,0,06,0,0,0,M40,
460668015,MY LIFE LEARNING CENTER INC,,9011 CHEVROLET DRIVE,ELLICOTT CITY,MD,21042-4024,0000,03,3,1200,201508,1,16,000000000,1,01,202312,4,4,01,0,12,157244,382086,382086,B92,
460673413,BETHLEHEM INC,% MERIGETA ADMASU WOUBU,1807 ALTO VISTA AVE,BALTIMORE,MD,21207-5241,0000,03,3,1700,201312,1,15,000000000,1,01,,0,0,13,0,12,,,,X20,
460673862,THIRD PRACTICE INC,% BRIAN BARTOLDUS,5366 POOKS HILL RD,BETHESDA,MD,20814-2005,0000,03,3,2000,201902,1,16,000000000,1,01,202306,0,0,02,0,06,0,0,0,A6B,
460676152,ENCOURAGEMENT FOR THE SOUL MINISTRY,% ENCOURAGEMENT FOR THE SOUL,PO BOX 66058,BALTIMORE,MD,21239-6058,0000,03,3,7000,201706,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
460690468,SHARANYA INC,% RASHI NARAIN,15605 CRIMSON SPIRE CT,SILVER SPRING,MD,20905-3802,0000,03,3,1000,201406,1,11,000000000,1,01,202412,0,0,02,0,12,0,0,0,A23,
460695432,FROM WOUNDED TO WORSHIP MINISTRIES,% LEATRICE O SCOTT,8802 SIGRID RD,RANDALLSTOWN,MD,21133-4055,0000,03,3,1270,201607,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
460698747,4 THE HEALING IN YOU,,PO BOX 424,BRANDYWINE,MD,20613-0424,0000,03,3,1200,201602,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,P20,
460712040,INDEPENDENT GOSPEL ARTISTS ALLIANCE INC,,PO BOX 24,WHITE PLAINS,MD,20695-0024,0000,03,3,2000,201410,1,16,000000000,1,01,202307,0,0,02,0,07,0,0,0,A25,
460712479,CONCERNED MUSLIMS OF AMERICA,% JULIANA SAMSU,PO BOX 4984,SILVER SPRING,MD,20914-4984,0000,03,3,1000,201411,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,W99,
460713381,BAHOUAN USA INC,% THIMOTHE KONCHOU,931 FOREST BAY CT,GAMBRILLS,MD,21054-1603,0000,03,3,1000,202211,1,16,000000000,1,01,202412,3,2,02,0,12,38535,21646,21646,A23,
460715395,MARYLAND ASSOCIATION OF PUBLIC LIBRARY ADMINISTRATORS INC,% K LYNN WHEELER,1100 GREEN VALLEY RD,NEW WINDSOR,MD,21776-9710,0000,06,3,2000,201410,2,00,000000000,1,01,202409,3,3,01,0,09,84473,91480,91480,B03,
460716107,IGLESIA CRISTIANA PACTO DE VIDA INC,% MANOLO F HERNANDEZ,20300 PLEASANT RIDGE DR,GAITHERSBURG,MD,20886-4016,0000,03,3,7000,201805,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
